country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Romania,RO,2022-W43,national,RO,Romania,2945,72787,19201662,379.0661454201204,4.046052179647464,TESSy
Romania,RO,2022-W44,national,RO,Romania,2588,73641,19201662,383.51367709732625,3.5143466275580177,TESSy
Romania,RO,2022-W45,national,RO,Romania,2407,72199,19201662,376.00391049483113,3.333841188936135,TESSy
Slovakia,SK,2020-W01,national,SK,Slovakia,NA,NA,5459781,NA,NA,NA
Slovakia,SK,2020-W02,national,SK,Slovakia,NA,NA,5459781,NA,NA,NA
Slovakia,SK,2020-W03,national,SK,Slovakia,NA,NA,5459781,NA,NA,NA
Slovakia,SK,2020-W04,national,SK,Slovakia,NA,NA,5459781,NA,NA,NA
Slovakia,SK,2020-W05,national,SK,Slovakia,0,13,5459781,0.23810478845213756,0,TESSy
Slovakia,SK,2020-W06,national,SK,Slovakia,0,18,5459781,0.32968355324142123,0,TESSy
Slovakia,SK,2020-W07,national,SK,Slovakia,0,10,5459781,0.18315752957856735,0,TESSy
Slovakia,SK,2020-W08,national,SK,Slovakia,0,7,5459781,0.12821027070499716,0,TESSy
Slovakia,SK,2020-W09,national,SK,Slovakia,0,123,5459781,2.252837613816378,0,TESSy
Slovakia,SK,2020-W10,national,SK,Slovakia,5,292,5459781,5.348199863694167,1.7123287671232876,TESSy
Slovakia,SK,2020-W11,national,SK,Slovakia,56,967,5459781,17.711333110247462,5.791106514994829,TESSy
Slovakia,SK,2020-W12,national,SK,Slovakia,128,1898,5459781,34.763299114012085,6.743940990516333,TESSy
Slovakia,SK,2020-W13,national,SK,Slovakia,167,3551,5459781,65.03923875334927,4.702900591382709,TESSy
Slovakia,SK,2020-W14,national,SK,Slovakia,185,7752,5459781,141.98371692930542,2.386480908152735,TESSy
Slovakia,SK,2020-W15,national,SK,Slovakia,234,10575,5459781,193.68908752933496,2.2127659574468086,TESSy
Slovakia,SK,2020-W16,national,SK,Slovakia,397,10190,5459781,186.63752264056012,3.8959764474975467,TESSy
Slovakia,SK,2020-W17,national,SK,Slovakia,209,27365,5459781,501.21057969174956,0.7637493148181984,Country website
Slovakia,SK,2020-W18,national,SK,Slovakia,30,23705,5459781,434.1749238659939,0.1265555789917739,Country website
Slovakia,SK,2020-W19,national,SK,Slovakia,44,22841,5459781,418.3501133104057,0.19263604920975438,Country website
Slovakia,SK,2020-W20,national,SK,Slovakia,41,22788,5459781,417.37937840363924,0.17991925574863962,Country website
Slovakia,SK,2020-W21,national,SK,Slovakia,13,15626,5459781,286.20195571946937,0.08319467554076539,Country website
Slovakia,SK,2020-W22,national,SK,Slovakia,13,13816,5459781,253.05044286574866,0.09409380428488709,Country website
Slovakia,SK,2020-W23,national,SK,Slovakia,10,2,5459781,0.03663150591571347,NA,Country GitHub
Slovakia,SK,2020-W24,national,SK,Slovakia,25,7195,5459781,131.7818425317792,0.34746351633078526,Country website
Slovakia,SK,2020-W25,national,SK,Slovakia,38,5223,5459781,95.66317769888573,0.7275512157763737,Country website
Slovakia,SK,2020-W26,national,SK,Slovakia,77,6973,5459781,127.71574537513501,1.1042592858167217,Country website
Slovakia,SK,2020-W27,national,SK,Slovakia,118,12,5459781,0.21978903549428083,NA,Country GitHub
Slovakia,SK,2020-W28,national,SK,Slovakia,128,11672,5459781,213.7814685241038,1.0966415352981493,Country website
Slovakia,SK,2020-W29,national,SK,Slovakia,85,10161,5459781,186.10636580478229,0.836531837417577,Country website
Slovakia,SK,2020-W30,national,SK,Slovakia,194,13462,5459781,246.56666631866736,1.4410934482246323,Country website
Slovakia,SK,2020-W31,national,SK,Slovakia,168,12106,5459781,221.73050530781362,1.3877416157277382,Country website
Slovakia,SK,2020-W32,national,SK,Slovakia,245,13729,5459781,251.45697235841513,1.7845436666909462,Country website
Slovakia,SK,2020-W33,national,SK,Slovakia,311,15793,5459781,289.2606864634314,1.9692268726651048,Country website
Slovakia,SK,2020-W34,national,SK,Slovakia,512,18432,5459781,337.59595851921534,2.7777777777777777,Country website
Slovakia,SK,2020-W35,national,SK,Slovakia,496,46,5459781,0.8425246360614097,NA,Country GitHub
Slovakia,SK,2020-W36,national,SK,Slovakia,737,22813,5459781,417.8372722275857,3.2306141235260597,Country website
Slovakia,SK,2020-W37,national,SK,Slovakia,951,12,5459781,0.21978903549428083,NA,Country GitHub
Slovakia,SK,2020-W38,national,SK,Slovakia,1200,28272,5459781,517.8229676245256,4.244482173174872,Country website
Slovakia,SK,2020-W39,national,SK,Slovakia,2584,33740,5459781,617.9735047980862,7.658565500889153,Country website
Slovakia,SK,2020-W40,national,SK,Slovakia,4194,16,5459781,0.2930520473257078,NA,Country GitHub
Slovakia,SK,2020-W41,national,SK,Slovakia,6975,0,5459781,0,NA,Country GitHub
Slovakia,SK,2020-W42,national,SK,Slovakia,10352,69917,5459781,1280.5824995544695,14.806127265185863,TESSy
Slovakia,SK,2020-W43,national,SK,Slovakia,14515,77201,5459781,1413.9944440994977,18.801569927850675,TESSy
Slovakia,SK,2020-W44,national,SK,Slovakia,17646,116439,5459781,2132.6679586598802,15.154716203333935,TESSy
Slovakia,SK,2020-W45,national,SK,Slovakia,13787,86749,5459781,1588.8732533411137,15.892978593413181,TESSy
Slovakia,SK,2020-W46,national,SK,Slovakia,11290,58162,5459781,1065.2808235348634,19.411299473883293,TESSy
Slovakia,SK,2020-W47,national,SK,Slovakia,11094,49376,5459781,904.3586180471342,22.46840570317563,TESSy
Slovakia,SK,2020-W48,national,SK,Slovakia,13610,56526,5459781,1035.3162516958098,24.07741570250858,TESSy
Slovakia,SK,2020-W49,national,SK,Slovakia,17557,63907,5459781,1170.5048242777505,27.47273381632685,TESSy
Slovakia,SK,2020-W50,national,SK,Slovakia,28726,80378,5459781,1472.1835912466086,35.738634949861904,TESSy
Slovakia,SK,2020-W51,national,SK,Slovakia,39536,92594,5459781,1695.9288293797863,42.698230986889,TESSy
Slovakia,SK,2020-W52,national,SK,Slovakia,30202,74194,5459781,1358.9189749552227,40.706795697765315,TESSy
Slovakia,SK,2020-W53,national,SK,Slovakia,42814,70194,5459781,1285.6559631237956,60.99381713536769,TESSy
Slovakia,SK,2021-W01,national,SK,Slovakia,43342,82373,5459781,1508.7235183975326,52.61675549026987,TESSy
Slovakia,SK,2021-W02,national,SK,Slovakia,29830,72373,5459781,1325.5659888189655,41.21702844983626,TESSy
Slovakia,SK,2021-W03,national,SK,Slovakia,38057,75569,5459781,1384.1031352722755,50.36059759954479,TESSy
Slovakia,SK,2021-W04,national,SK,Slovakia,31646,67850,5459781,1242.7238381905793,46.64112011790715,TESSy
Slovakia,SK,2021-W05,national,SK,Slovakia,36329,70090,5459781,1283.7511248161786,51.83193037523184,TESSy
Slovakia,SK,2021-W06,national,SK,Slovakia,34037,69058,5459781,1264.8492677636705,49.28755538822439,TESSy
Slovakia,SK,2021-W07,national,SK,Slovakia,36367,67817,5459781,1242.1194183429702,53.6251972219355,TESSy
Slovakia,SK,2021-W08,national,SK,Slovakia,37106,76262,5459781,1396.7959520720703,48.65594922766253,TESSy
Slovakia,SK,2021-W09,national,SK,Slovakia,33371,78013,5459781,1428.8668355012774,42.77620396600567,TESSy
Slovakia,SK,2021-W10,national,SK,Slovakia,28411,72702,5459781,1331.5918715421003,39.078704849935356,TESSy
Slovakia,SK,2021-W11,national,SK,Slovakia,23498,67434,5459781,1235.104484960111,34.845923421419464,TESSy
Slovakia,SK,2021-W12,national,SK,Slovakia,19081,62811,5459781,1150.4307590359394,30.378436897995574,TESSy
Slovakia,SK,2021-W13,national,SK,Slovakia,14825,54821,5459781,1004.087892902664,27.042556684482225,TESSy
Slovakia,SK,2021-W14,national,SK,Slovakia,11761,55225,5459781,1011.4874570976382,21.296514259846084,TESSy
Slovakia,SK,2021-W15,national,SK,Slovakia,9782,63574,5459781,1164.405678542784,15.386793343190613,TESSy
Slovakia,SK,2021-W16,national,SK,Slovakia,8318,84410,5459781,1546.032707172687,9.85428266793034,TESSy
Slovakia,SK,2021-W17,national,SK,Slovakia,6848,86788,5459781,1589.5875677064703,7.8904917730561825,TESSy
Slovakia,SK,2021-W18,national,SK,Slovakia,4988,49544,5459781,907.435664544054,10.067818504763443,TESSy
Slovakia,SK,2021-W19,national,SK,Slovakia,3737,843867,5459781,15456.05950128769,0.44284229623862525,TESSy
Slovakia,SK,2021-W20,national,SK,Slovakia,2450,628162,5459781,11505.260009513202,0.39002677653216844,TESSy
Slovakia,SK,2021-W21,national,SK,Slovakia,1877,541593,5459781,9919.683591704503,0.34657021047170106,TESSy
Slovakia,SK,2021-W22,national,SK,Slovakia,1440,456018,5459781,8352.313032335911,0.3157770088022841,TESSy
Slovakia,SK,2021-W23,national,SK,Slovakia,1002,404974,5459781,7417.403738355073,0.24742329137179178,TESSy
Slovakia,SK,2021-W24,national,SK,Slovakia,534,354716,5459781,6496.890626199109,0.15054296958693716,TESSy
Slovakia,SK,2021-W25,national,SK,Slovakia,392,297092,5459781,5441.463677755573,0.13194565993025728,TESSy
Slovakia,SK,2021-W26,national,SK,Slovakia,230,214473,5459781,3928.234484130407,0.10723960591776122,TESSy
Slovakia,SK,2021-W27,national,SK,Slovakia,238,96354,5459781,1764.7960605013277,0.24700583265873757,TESSy
Slovakia,SK,2021-W28,national,SK,Slovakia,216,97061,5459781,1777.7452978425326,0.22254046424413512,TESSy
Slovakia,SK,2021-W29,national,SK,Slovakia,319,100109,5459781,1833.5717128580798,0.31865266859123553,TESSy
Slovakia,SK,2021-W30,national,SK,Slovakia,422,101055,5459781,1850.8984151562124,0.4175943792984019,TESSy
Slovakia,SK,2021-W31,national,SK,Slovakia,425,95206,5459781,1743.7695761057082,0.44640043694725123,TESSy
Slovakia,SK,2021-W32,national,SK,Slovakia,570,99173,5459781,1816.4281680895258,0.5747532090387505,TESSy
Slovakia,SK,2021-W33,national,SK,Slovakia,679,113712,5459781,2082.720900343805,0.5971225552272408,TESSy
Slovakia,SK,2021-W34,national,SK,Slovakia,823,112203,5459781,2055.082429130399,0.7334919743678868,TESSy
Slovakia,SK,2021-W35,national,SK,Slovakia,1713,152728,5459781,2797.3283177475437,1.1216018018961815,TESSy
Slovakia,SK,2021-W36,national,SK,Slovakia,3075,180053,5459781,3297.806267320979,1.7078304721387592,TESSy
Slovakia,SK,2021-W37,national,SK,Slovakia,4930,173933,5459781,3185.713859218895,2.834424749759965,TESSy
Slovakia,SK,2021-W38,national,SK,Slovakia,6564,221496,5459781,4056.8660171534357,2.96348466789468,TESSy
Slovakia,SK,2021-W39,national,SK,Slovakia,8762,228388,5459781,4183.098186538984,3.8364537541376955,TESSy
Slovakia,SK,2021-W40,national,SK,Slovakia,10951,239886,5459781,4393.69271404842,4.565085082080655,TESSy
Slovakia,SK,2021-W41,national,SK,Slovakia,13453,244444,5459781,4477.175916030332,5.50351000638183,TESSy
Slovakia,SK,2021-W42,national,SK,Slovakia,22467,270178,5459781,4948.5135026478165,8.315628955725485,TESSy
Slovakia,SK,2021-W43,national,SK,Slovakia,32855,292316,5459781,5353.987641628849,11.23954898123948,TESSy
Slovakia,SK,2021-W44,national,SK,Slovakia,43159,312551,5459781,5724.6069027310805,13.808626432166271,TESSy
Slovakia,SK,2021-W45,national,SK,Slovakia,51401,382748,5459781,7010.317813113749,13.429462727434238,TESSy
Slovakia,SK,2021-W46,national,SK,Slovakia,62289,415220,5459781,7605.066943161273,15.00144501709937,TESSy
Slovakia,SK,2021-W47,national,SK,Slovakia,64185,477683,5459781,8749.123820167879,13.436735240734965,TESSy
Slovakia,SK,2021-W48,national,SK,Slovakia,61289,475427,5459781,8707.803481494953,12.891358715428446,TESSy
Slovakia,SK,2021-W49,national,SK,Slovakia,45016,381700,5459781,6991.122904013916,11.793555148022007,TESSy
Slovakia,SK,2021-W50,national,SK,Slovakia,31054,337289,5459781,6177.7019994025395,9.206941228442078,TESSy
Slovakia,SK,2021-W51,national,SK,Slovakia,20046,230975,5459781,4230.48103944096,8.678861348630804,TESSy
Slovakia,SK,2021-W52,national,SK,Slovakia,19863,223657,5459781,4096.446359295363,8.88100976048145,TESSy
Slovakia,SK,2022-W01,national,SK,Slovakia,18599,267282,5459781,4895.471082081864,6.95856810409979,TESSy
Slovakia,SK,2022-W02,national,SK,Slovakia,17853,281877,5459781,5162.789496501783,6.333613597420151,TESSy
Slovakia,SK,2022-W03,national,SK,Slovakia,44143,340514,5459781,6236.770302691628,12.96363732475023,TESSy
Slovakia,SK,2022-W04,national,SK,Slovakia,97591,452180,5459781,8282.017172483658,21.582334468574462,TESSy
Slovakia,SK,2022-W05,national,SK,Slovakia,133303,489712,5459781,8969.444012497937,27.220692978730355,TESSy
Slovakia,SK,2022-W06,national,SK,Slovakia,137266,443146,5459781,8116.55266026238,30.975344468865792,TESSy
Slovakia,SK,2022-W07,national,SK,Slovakia,123672,402551,5459781,7373.0246689381875,30.72206999858403,TESSy
Slovakia,SK,2022-W08,national,SK,Slovakia,95704,327994,5459781,6007.457075659261,29.178582535046374,TESSy
Slovakia,SK,2022-W09,national,SK,Slovakia,75097,265513,5459781,4863.070515099415,28.28373751944349,TESSy
Slovakia,SK,2022-W10,national,SK,Slovakia,71355,236081,5459781,4324.001274043775,30.224795726890346,TESSy
Slovakia,SK,2022-W11,national,SK,Slovakia,67807,214860,5459781,3935.3226805250983,31.5586893791306,TESSy
Slovakia,SK,2022-W12,national,SK,Slovakia,58437,199595,5459781,3655.7327116234146,29.277787519727447,TESSy
Slovakia,SK,2022-W13,national,SK,Slovakia,40961,161019,5459781,2949.1842255211336,25.438612834510213,TESSy
Slovakia,SK,2022-W14,national,SK,Slovakia,27263,128195,5459781,2347.987950432444,21.266820078786225,TESSy
Slovakia,SK,2022-W15,national,SK,Slovakia,15149,87298,5459781,1598.9286017149773,17.353203968017596,TESSy
Slovakia,SK,2022-W16,national,SK,Slovakia,11467,88286,5459781,1617.0245656373397,12.988469292979634,TESSy
Slovakia,SK,2022-W17,national,SK,Slovakia,7824,76182,5459781,1395.3306918354417,10.270142553359062,TESSy
Slovakia,SK,2022-W18,national,SK,Slovakia,4291,45813,5459781,839.0995902582906,9.366337065898326,TESSy
Slovakia,SK,2022-W19,national,SK,Slovakia,2659,32780,5459781,600.3903819585437,8.111653447223917,TESSy
Slovakia,SK,2022-W20,national,SK,Slovakia,1719,25458,5459781,466.28243880111677,6.752297902427528,TESSy
Slovakia,SK,2022-W21,national,SK,Slovakia,1250,21914,5459781,401.37141031847244,5.704116090170667,TESSy
Slovakia,SK,2022-W22,national,SK,Slovakia,992,20377,5459781,373.2200980222467,4.868233793001914,TESSy
Slovakia,SK,2022-W23,national,SK,Slovakia,1235,20117,5459781,368.4580022532039,6.139086344882438,TESSy
Slovakia,SK,2022-W24,national,SK,Slovakia,1450,14772,5459781,270.5603026934597,9.815867858109938,TESSy
Slovakia,SK,2022-W25,national,SK,Slovakia,2529,17448,5459781,319.5732576086843,14.494497936726273,TESSy
Slovakia,SK,2022-W26,national,SK,Slovakia,3764,23221,5459781,425.3100994343912,16.209465569958226,TESSy
Slovakia,SK,2022-W27,national,SK,Slovakia,4613,20225,5459781,370.4361035726524,22.80840543881335,TESSy
Slovakia,SK,2022-W28,national,SK,Slovakia,6369,26264,5459781,481.04493568514926,24.24992385013707,TESSy
Slovakia,SK,2022-W29,national,SK,Slovakia,7972,31329,5459781,573.8142244166936,25.446072329151903,TESSy
Slovakia,SK,2022-W30,national,SK,Slovakia,8250,34995,5459781,640.9597747601964,23.574796399485642,TESSy
Slovakia,SK,2022-W31,national,SK,Slovakia,7122,33381,5459781,611.3981494862156,21.33549024894401,TESSy
Slovakia,SK,2022-W32,national,SK,Slovakia,6004,30377,5459781,556.377627600814,19.764953747901373,TESSy
Slovakia,SK,2022-W33,national,SK,Slovakia,4683,27441,5459781,502.60257691654664,17.065704602601947,TESSy
Slovakia,SK,2022-W34,national,SK,Slovakia,4063,28433,5459781,520.7718038507405,14.289733760067527,TESSy
Slovakia,SK,2022-W35,national,SK,Slovakia,2612,18674,5459781,342.02837073501667,13.987362107743387,TESSy
Slovakia,SK,2022-W36,national,SK,Slovakia,3448,27388,5459781,501.63184200978026,12.589455235869725,TESSy
Slovakia,SK,2022-W37,national,SK,Slovakia,3624,23513,5459781,430.65829929808535,15.412750393399396,TESSy
Slovakia,SK,2022-W38,national,SK,Slovakia,4709,28295,5459781,518.2442299425563,16.642516345644108,TESSy
Slovakia,SK,2022-W39,national,SK,Slovakia,5633,31984,5459781,585.8110426040897,17.611930965482742,TESSy
Slovakia,SK,2022-W40,national,SK,Slovakia,5519,32625,5459781,597.551440250076,16.91647509578544,TESSy
Slovakia,SK,2022-W41,national,SK,Slovakia,4477,31260,5459781,572.5504374626015,14.321817018554063,TESSy
Slovakia,SK,2022-W42,national,SK,Slovakia,3215,21829,5459781,399.8145713170547,14.728113976819827,TESSy
Slovakia,SK,2022-W43,national,SK,Slovakia,2379,26101,5459781,478.05946795301867,9.114593310601126,TESSy
Slovakia,SK,2022-W44,national,SK,Slovakia,1793,21352,5459781,391.077957156157,8.397339827650805,TESSy
Slovakia,SK,2022-W45,national,SK,Slovakia,1487,23981,5459781,439.2300716823624,6.200742254284642,TESSy
Slovenia,SI,2020-W01,national,SI,Slovenia,NA,NA,2108977,NA,NA,NA
Slovenia,SI,2020-W02,national,SI,Slovenia,NA,NA,2108977,NA,NA,NA
Slovenia,SI,2020-W03,national,SI,Slovenia,NA,NA,2108977,NA,NA,NA
Slovenia,SI,2020-W04,national,SI,Slovenia,NA,NA,2108977,NA,NA,NA
Slovenia,SI,2020-W05,national,SI,Slovenia,NA,NA,2108977,NA,NA,NA
Slovenia,SI,2020-W06,national,SI,Slovenia,NA,NA,2108977,NA,NA,NA
Slovenia,SI,2020-W07,national,SI,Slovenia,NA,NA,2108977,NA,NA,NA
Slovenia,SI,2020-W08,national,SI,Slovenia,NA,NA,2108977,NA,NA,NA
Slovenia,SI,2020-W09,national,SI,Slovenia,NA,191,2108977,9.056523613107208,NA,Country GitHub
Slovenia,SI,2020-W10,national,SI,Slovenia,20,1160,2108977,55.00297063457781,1.7241379310344827,TESSy
Slovenia,SI,2020-W11,national,SI,Slovenia,230,5406,2108977,256.3328096987307,4.254532001479837,TESSy
Slovenia,SI,2020-W12,national,SI,Slovenia,192,7047,2108977,334.14304660506014,2.724563644103874,TESSy
Slovenia,SI,2020-W13,national,SI,Slovenia,315,7736,2108977,366.8129145078396,4.07187176835574,TESSy
Slovenia,SI,2020-W14,national,SI,Slovenia,264,6904,2108977,327.3625079837286,3.8238702201622248,TESSy
Slovenia,SI,2020-W15,national,SI,Slovenia,192,7152,2108977,339.1217637745694,2.684563758389262,TESSy
Slovenia,SI,2020-W16,national,SI,Slovenia,123,6397,2108977,303.32241650809846,1.922776301391277,TESSy
Slovenia,SI,2020-W17,national,SI,Slovenia,67,8842,2108977,419.25540202666986,0.7577471160370957,TESSy
Slovenia,SI,2020-W18,national,SI,Slovenia,36,6860,2108977,325.2761884079343,0.5247813411078717,TESSy
Slovenia,SI,2020-W19,national,SI,Slovenia,21,7229,2108977,342.77282303220943,0.29049661087287315,TESSy
Slovenia,SI,2020-W20,national,SI,Slovenia,6,6477,2108977,307.11572482772453,0.09263547938860583,TESSy
Slovenia,SI,2020-W21,national,SI,Slovenia,3,5174,2108977,245.33221557181514,0.05798221878623889,TESSy
Slovenia,SI,2020-W22,national,SI,Slovenia,4,4023,2108977,190.75599212319528,0.09942828734775043,TESSy
Slovenia,SI,2020-W23,national,SI,Slovenia,12,4277,2108977,202.799746038008,0.2805704933364508,TESSy
Slovenia,SI,2020-W24,national,SI,Slovenia,11,4282,2108977,203.03682780798462,0.25688930406352173,TESSy
Slovenia,SI,2020-W25,national,SI,Slovenia,25,5583,2108977,264.72550435590335,0.4477879276374709,TESSy
Slovenia,SI,2020-W26,national,SI,Slovenia,63,6064,2108977,287.53277062765505,1.0389182058047493,TESSy
Slovenia,SI,2020-W27,national,SI,Slovenia,132,7658,2108977,363.11443889620415,1.7236876469051972,TESSy
Slovenia,SI,2020-W28,national,SI,Slovenia,134,7752,2108977,367.57157617176483,1.7285861713106294,TESSy
Slovenia,SI,2020-W29,national,SI,Slovenia,104,6252,2108977,296.44704517877625,1.6634676903390915,TESSy
Slovenia,SI,2020-W30,national,SI,Slovenia,134,5665,2108977,268.61364538352007,2.3654015887025595,TESSy
Slovenia,SI,2020-W31,national,SI,Slovenia,94,5127,2108977,243.10364693403483,1.833430856251219,TESSy
Slovenia,SI,2020-W32,national,SI,Slovenia,74,4843,2108977,229.63740239936234,1.5279785257072063,TESSy
Slovenia,SI,2020-W33,national,SI,Slovenia,174,5778,2108977,273.97169338499185,3.011422637590862,TESSy
Slovenia,SI,2020-W34,national,SI,Slovenia,236,7005,2108977,332.1515597372565,3.3690221270521055,TESSy
Slovenia,SI,2020-W35,national,SI,Slovenia,218,8131,2108977,385.54237433599326,2.681097036034928,TESSy
Slovenia,SI,2020-W36,national,SI,Slovenia,307,10035,2108977,475.8231123430934,3.059292476332835,TESSy
Slovenia,SI,2020-W37,national,SI,Slovenia,559,15482,2108977,734.0999925556324,3.6106446195581965,TESSy
Slovenia,SI,2020-W38,national,SI,Slovenia,721,18339,2108977,869.568515920278,3.9315120780849555,TESSy
Slovenia,SI,2020-W39,national,SI,Slovenia,919,17045,2108977,808.2117538503264,5.3916104429451455,TESSy
Slovenia,SI,2020-W40,national,SI,Slovenia,1186,17820,2108977,844.9594281967039,6.6554433221099885,TESSy
Slovenia,SI,2020-W41,national,SI,Slovenia,2258,22566,2108977,1069.9974442585196,10.006204023752549,TESSy
Slovenia,SI,2020-W42,national,SI,Slovenia,4852,30700,2108977,1455.6820676564987,15.80456026058632,TESSy
Slovenia,SI,2020-W43,national,SI,Slovenia,10427,39660,2108977,1880.5325994546172,26.29097327281896,TESSy
Slovenia,SI,2020-W44,national,SI,Slovenia,12106,40558,2108977,1923.1124853424194,29.84861186449036,TESSy
Slovenia,SI,2020-W45,national,SI,Slovenia,9437,35105,2108977,1664.5511070059085,26.882210511323173,TESSy
Slovenia,SI,2020-W46,national,SI,Slovenia,9927,36513,2108977,1731.3133334313272,27.187577027360117,TESSy
Slovenia,SI,2020-W47,national,SI,Slovenia,10215,36374,2108977,1724.7224602259769,28.08324627481168,TESSy
Slovenia,SI,2020-W48,national,SI,Slovenia,10073,40099,2108977,1901.348378858565,25.120327190204243,TESSy
Slovenia,SI,2020-W49,national,SI,Slovenia,10459,38517,2108977,1826.3357068379598,27.15424358075655,TESSy
Slovenia,SI,2020-W50,national,SI,Slovenia,10455,36478,2108977,1729.6537610414907,28.661110806513516,TESSy
Slovenia,SI,2020-W51,national,SI,Slovenia,9517,46088,2108977,2185.3249229365706,20.64962680090262,TESSy
Slovenia,SI,2020-W52,national,SI,Slovenia,9109,56346,2108977,2671.721882220622,16.166187484470946,TESSy
Slovenia,SI,2020-W53,national,SI,Slovenia,10550,59073,2108977,2801.026279565875,17.859258883076873,TESSy
Slovenia,SI,2021-W01,national,SI,Slovenia,13866,111275,2108977,5276.254790829867,12.461019995506629,TESSy
Slovenia,SI,2021-W02,national,SI,Slovenia,9749,70919,2108977,3362.720408994503,13.746668734753733,TESSy
Slovenia,SI,2021-W03,national,SI,Slovenia,8703,71676,2108977,3398.614588968964,12.142139628327474,TESSy
Slovenia,SI,2021-W04,national,SI,Slovenia,8642,108169,2108977,5128.979595320386,7.989349998613281,TESSy
Slovenia,SI,2021-W05,national,SI,Slovenia,7100,115705,2108977,5486.3092390291595,6.1362948878613714,TESSy
Slovenia,SI,2021-W06,national,SI,Slovenia,5716,156580,2108977,7424.452708588097,3.6505300804700473,TESSy
Slovenia,SI,2021-W07,national,SI,Slovenia,5261,179038,2108977,8489.329186615121,2.9384823333593983,TESSy
Slovenia,SI,2021-W08,national,SI,Slovenia,5427,180770,2108977,8571.454311735026,3.002157437627925,TESSy
Slovenia,SI,2021-W09,national,SI,Slovenia,5370,206705,2108977,9801.1974526037975,2.5979052272562346,TESSy
Slovenia,SI,2021-W10,national,SI,Slovenia,4876,210775,2108977,9994.182013364773,2.3133673348357253,TESSy
Slovenia,SI,2021-W11,national,SI,Slovenia,5797,213201,2108977,10109.214088157434,2.719030398544097,TESSy
Slovenia,SI,2021-W12,national,SI,Slovenia,6659,220255,2108977,10443.68904924046,3.023313886177385,TESSy
Slovenia,SI,2021-W13,national,SI,Slovenia,7472,175549,2108977,8323.89352752543,4.256361471725843,TESSy
Slovenia,SI,2021-W14,national,SI,Slovenia,6378,147444,2108977,6991.256898486801,4.325710100105803,TESSy
Slovenia,SI,2021-W15,national,SI,Slovenia,5523,197068,2108977,9344.246049150843,2.802585909432277,TESSy
Slovenia,SI,2021-W16,national,SI,Slovenia,4851,213892,2108977,10141.978788768203,2.2679670113889254,TESSy
Slovenia,SI,2021-W17,national,SI,Slovenia,4680,178232,2108977,8451.11160529489,2.62579110372997,TESSy
Slovenia,SI,2021-W18,national,SI,Slovenia,4280,217206,2108977,10299.116585908712,1.9704796368424444,TESSy
Slovenia,SI,2021-W19,national,SI,Slovenia,3196,221005,2108977,10479.251314736955,1.446121128481256,TESSy
Slovenia,SI,2021-W20,national,SI,Slovenia,2351,226321,2108977,10731.316652576106,1.0387900371596095,TESSy
Slovenia,SI,2021-W21,national,SI,Slovenia,1955,226761,2108977,10752.17984833405,0.8621411971194342,TESSy
Slovenia,SI,2021-W22,national,SI,Slovenia,1711,222406,2108977,10545.681626684407,0.7693137775060025,TESSy
Slovenia,SI,2021-W23,national,SI,Slovenia,1033,211236,2108977,10016.04095255662,0.48902649169649115,TESSy
Slovenia,SI,2021-W24,national,SI,Slovenia,532,205196,2108977,9729.646174424852,0.25926431314450576,TESSy
Slovenia,SI,2021-W25,national,SI,Slovenia,251,184801,2108977,8762.589634690183,0.13582177585619126,TESSy
Slovenia,SI,2021-W26,national,SI,Slovenia,177,151838,2108977,7199.604357942263,0.1165716092150845,TESSy
Slovenia,SI,2021-W27,national,SI,Slovenia,387,155303,2108977,7363.902024536066,0.24919029252493513,TESSy
Slovenia,SI,2021-W28,national,SI,Slovenia,377,159819,2108977,7578.034279178958,0.23589185265831972,TESSy
Slovenia,SI,2021-W29,national,SI,Slovenia,473,174099,2108977,8255.139814232209,0.2716845013469348,TESSy
Slovenia,SI,2021-W30,national,SI,Slovenia,631,181645,2108977,8612.943621480936,0.34738088028847475,TESSy
Slovenia,SI,2021-W31,national,SI,Slovenia,849,175288,2108977,8311.51785913265,0.48434576240244626,TESSy
Slovenia,SI,2021-W32,national,SI,Slovenia,1333,178362,2108977,8457.275731314281,0.7473564997028515,TESSy
Slovenia,SI,2021-W33,national,SI,Slovenia,2173,193872,2108977,9192.703381781783,1.1208426178096889,TESSy
Slovenia,SI,2021-W34,national,SI,Slovenia,3001,160833,2108977,7626.114462130218,1.8659106029235293,TESSy
Slovenia,SI,2021-W35,national,SI,Slovenia,3889,182008,2108977,8630.15575798124,2.136719265087249,TESSy
Slovenia,SI,2021-W36,national,SI,Slovenia,5927,200808,2108977,9521.583213093363,2.951575634436875,TESSy
Slovenia,SI,2021-W37,national,SI,Slovenia,7321,235432,2108977,11163.32705382752,3.109602772775154,TESSy
Slovenia,SI,2021-W38,national,SI,Slovenia,6190,229056,2108977,10861.000380753323,2.7023959206482258,TESSy
Slovenia,SI,2021-W39,national,SI,Slovenia,6135,205685,2108977,9752.832771528567,2.982716289471765,TESSy
Slovenia,SI,2021-W40,national,SI,Slovenia,5560,180188,2108977,8543.857993709747,3.0856660820920374,TESSy
Slovenia,SI,2021-W41,national,SI,Slovenia,6855,179165,2108977,8495.351063572529,3.8260821030893313,TESSy
Slovenia,SI,2021-W42,national,SI,Slovenia,12128,197799,2108977,9378.907403921427,6.131476903321048,TESSy
